customer_id,last_purchase,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_score,segment
13604,2010-02-19 12:02:00,1,545.0699999999999,294,1,1,3,1-1-3,Lost
13605,2010-11-17 17:16:00,2,488.12,23,4,2,3,4-2-3,Potential Loyalists
13607,2010-11-02 11:48:00,1,399.04,38,3,1,2,3-1-2,Promising
13608,2010-06-17 12:28:00,1,232.05,176,2,1,2,2-1-2,Hibernating
13609,2010-04-25 13:26:00,1,103.55,229,1,1,1,1-1-1,Hibernating
13610,2010-11-17 15:31:00,7,982.38,23,4,5,4,4-5-4,Champions
13611,2010-11-30 16:26:00,7,2104.2,10,5,5,5,5-5-5,Champions
13612,2010-03-17 12:14:00,1,805.05,268,1,1,3,1-1-3,Lost
13613,2010-09-13 12:01:00,5,1031.325,88,2,4,4,2-4-4,Loyal Customers
13614,2010-11-11 12:20:00,2,681.98,29,4,2,3,4-2-3,Potential Loyalists
13615,2010-11-05 13:42:00,7,5394.015,35,4,5,5,4-5-5,Champions
13616,2010-05-20 12:59:00,2,264.7,204,1,2,2,1-2-2,Hibernating
13617,2010-10-27 14:00:00,5,675.045,44,3,4,3,3-4-3,Loyal Customers
13619,2010-06-13 11:39:00,2,215.44,180,1,2,2,1-2-2,Hibernating
13620,2010-06-29 15:02:00,1,81.715,164,2,1,1,2-1-1,Hibernating
13622,2010-01-12 13:22:00,1,622.33,332,1,1,3,1-1-3,Lost
13623,2010-11-24 13:36:00,5,1635.61,16,4,4,4,4-4-4,Champions
13624,2010-11-16 13:43:00,1,328.435,24,4,1,2,4-1-2,Recent Customers
13625,2010-04-22 10:50:00,1,281.635,232,1,1,2,1-1-2,Hibernating
13626,2010-11-25 16:12:00,1,407.015,15,5,1,2,5-1-2,Recent Customers
13627,2010-08-08 14:32:00,2,576.155,124,2,2,3,2-2-3,About to Sleep
13628,2010-02-01 14:44:00,1,310.14,312,1,1,2,1-1-2,Hibernating
13629,2010-10-22 09:48:00,8,1107.79,49,3,5,4,3-5-4,Loyal Customers
13632,2010-11-10 12:03:00,3,1499.805,30,4,3,4,4-3-4,Potential Loyalists
13634,2010-11-30 11:57:00,11,3364.85,10,5,5,5,5-5-5,Champions
13635,2010-09-23 10:06:00,3,1866.33,78,2,3,5,2-3-5,About to Sleep
13639,2010-09-29 10:05:00,1,312.095,72,2,1,2,2-1-2,Hibernating
13640,2010-04-07 15:33:00,1,352.5,247,1,1,2,1-1-2,Hibernating
13641,2010-03-09 07:37:00,5,756.645,276,1,4,3,1-4-3,Loyal Customers
13642,2010-10-03 12:33:00,3,155.82,68,3,3,1,3-3-1,Other
13643,2010-11-22 15:19:00,7,1572.335,18,4,5,4,4-5-4,Champions
13646,2010-11-05 12:13:00,2,309.75,35,4,2,2,4-2-2,Potential Loyalists
13647,2010-08-02 10:31:00,4,1120.235,130,2,4,4,2-4-4,Loyal Customers
13648,2010-11-04 14:46:00,8,1736.445,36,4,5,4,4-5-4,Champions
13649,2010-12-08 14:46:00,5,1238.32,2,5,4,4,5-4-4,Champions
13650,2010-11-30 13:55:00,4,1416.355,10,5,4,4,5-4-4,Champions
13651,2010-11-23 09:44:00,1,109.25,17,4,1,1,4-1-1,Recent Customers
13652,2010-12-06 09:21:00,3,1454.2,4,5,3,4,5-3-4,Potential Loyalists
13653,2010-08-09 08:19:00,1,152.2,123,2,1,1,2-1-1,Hibernating
13654,2010-11-24 16:41:00,5,3300.23,16,4,4,5,4-4-5,Champions
13655,2010-11-30 08:24:00,4,1283.805,10,5,4,4,5-4-4,Champions
13656,2010-07-28 10:48:00,2,676.365,135,2,2,3,2-2-3,About to Sleep
13658,2010-11-21 16:10:00,4,3220.585,19,4,4,5,4-4-5,Champions
13659,2010-10-19 14:09:00,10,3107.85,52,3,5,5,3-5-5,Loyal Customers
13660,2010-11-04 16:10:00,1,287.01,36,4,1,2,4-1-2,Recent Customers
13661,2010-04-15 14:58:00,1,317.04,239,1,1,2,1-1-2,Hibernating
13662,2010-11-19 10:58:00,8,1297.825,21,4,5,4,4-5-4,Champions
13663,2010-11-24 13:55:00,4,1745.845,16,4,4,4,4-4-4,Champions
13665,2010-11-18 13:06:00,3,1598.4099999999999,22,4,3,4,4-3-4,Potential Loyalists
13666,2010-10-15 15:46:00,2,39.15,56,3,2,1,3-2-1,Promising
13668,2010-11-21 11:52:00,14,5564.085,19,4,5,5,4-5-5,Champions
13669,2010-10-28 15:05:00,1,132.5,43,3,1,1,3-1-1,Promising
13671,2010-11-10 10:50:00,1,172.6,30,4,1,1,4-1-1,Recent Customers
13672,2009-12-09 11:40:00,1,233.53000000000003,366,1,1,2,1-1-2,Hibernating
13674,2010-10-03 10:41:00,1,235.48000000000002,68,3,1,2,3-1-2,Promising
13676,2010-06-18 17:30:00,2,208.47500000000002,175,2,2,1,2-2-1,About to Sleep
13677,2010-10-31 11:32:00,2,492.34,40,3,2,3,3-2-3,Potential Loyalists
13679,2010-08-03 12:13:00,3,281.26,129,2,3,2,2-3-2,About to Sleep
13680,2010-08-25 13:05:00,8,5727.825,107,2,5,5,2-5-5,Loyal Customers
13683,2010-09-08 10:00:00,1,246.70000000000002,93,2,1,2,2-1-2,Hibernating
13684,2010-11-14 11:34:00,3,516.27,26,4,3,3,4-3-3,Potential Loyalists
13686,2010-11-24 14:44:00,2,335.695,16,4,2,2,4-2-2,Potential Loyalists
13687,2010-09-27 16:30:00,1,160.035,74,2,1,1,2-1-1,Hibernating
13688,2010-03-14 14:11:00,1,277.45,271,1,1,2,1-1-2,Hibernating
13689,2010-09-21 10:27:00,1,97.05,80,2,1,1,2-1-1,Hibernating
13691,2010-11-08 17:34:00,1,212.455,32,4,1,2,4-1-2,Recent Customers
13692,2010-10-27 09:57:00,2,1376.865,44,3,2,4,3-2-4,Potential Loyalists
13693,2010-11-30 18:21:00,9,1872.15,10,5,5,5,5-5-5,Champions
13694,2010-12-01 12:12:00,94,34728.235,9,5,5,5,5-5-5,Champions
13695,2010-05-11 11:07:00,1,139.765,213,1,1,1,1-1-1,Hibernating
13696,2010-10-14 09:44:00,3,1289.9850000000001,57,3,3,4,3-3-4,Potential Loyalists
13698,2010-04-22 11:52:00,2,386.295,232,1,2,2,1-2-2,Hibernating
13699,2010-06-07 13:03:00,1,422.645,186,1,1,2,1-1-2,Hibernating
13700,2010-10-18 11:38:00,3,316.34999999999997,53,3,3,2,3-3-2,Potential Loyalists
13701,2010-09-19 12:39:00,1,161.0,82,2,1,1,2-1-1,Hibernating
13702,2010-09-20 11:40:00,1,133.93,81,2,1,1,2-1-1,Hibernating
13703,2010-10-20 13:11:00,1,324.86,51,3,1,2,3-1-2,Promising
13705,2010-12-01 10:29:00,5,1158.57,9,5,4,4,5-4-4,Champions
13706,2010-03-23 09:18:00,1,279.055,262,1,1,2,1-1-2,Hibernating
13707,2010-10-06 10:05:00,3,2190.8849999999998,65,3,3,5,3-3-5,Potential Loyalists
13709,2010-09-19 15:17:00,5,1233.375,82,2,4,4,2-4-4,Loyal Customers
13710,2010-10-12 10:22:00,2,308.115,59,3,2,2,3-2-2,Potential Loyalists
13711,2010-10-29 15:05:00,7,1479.7150000000001,42,3,5,4,3-5-4,Loyal Customers
13712,2010-04-08 11:16:00,1,328.01,246,1,1,2,1-1-2,Hibernating
13713,2010-10-27 16:18:00,3,695.5600000000001,44,3,3,3,3-3-3,Potential Loyalists
13714,2010-08-31 13:57:00,1,148.54999999999998,101,2,1,1,2-1-1,Hibernating
13715,2010-12-02 08:52:00,13,6722.4,8,5,5,5,5-5-5,Champions
13717,2010-09-08 16:17:00,2,311.185,93,2,2,2,2-2-2,About to Sleep
13719,2010-11-11 12:40:00,6,1688.125,29,4,4,4,4-4-4,Champions
13721,2010-11-09 17:59:00,1,216.45,31,4,1,2,4-1-2,Recent Customers
13722,2010-10-15 10:18:00,7,2932.0750000000003,56,3,5,5,3-5-5,Loyal Customers
13723,2010-11-12 16:59:00,5,911.45,28,4,4,4,4-4-4,Champions
13724,2010-03-12 15:28:00,1,212.735,273,1,1,2,1-1-2,Hibernating
13727,2010-04-07 12:14:00,6,564.135,247,1,4,3,1-4-3,Loyal Customers
13728,2010-11-17 13:50:00,10,1826.205,23,4,5,5,4-5-5,Champions
13729,2010-09-30 10:44:00,3,660.245,71,3,3,3,3-3-3,Potential Loyalists
13733,2010-10-25 12:18:00,2,464.22,46,3,2,3,3-2-3,Potential Loyalists
13734,2010-07-19 12:04:00,4,682.5049999999999,144,2,4,3,2-4-3,Loyal Customers
13735,2010-11-28 13:43:00,9,6571.32,12,5,5,5,5-5-5,Champions
13736,2010-10-10 11:41:00,5,1972.27,61,3,4,5,3-4-5,Loyal Customers
13738,2010-11-08 15:23:00,1,421.81,32,4,1,2,4-1-2,Recent Customers
13739,2010-06-30 10:25:00,1,75.3,163,2,1,1,2-1-1,Hibernating
13740,2010-10-20 13:30:00,4,1170.04,51,3,4,4,3-4-4,Loyal Customers
13745,2010-06-11 17:19:00,1,419.62,182,1,1,2,1-1-2,Hibernating
13746,2010-10-22 11:55:00,1,172.59,49,3,1,1,3-1-1,Promising
13747,2010-12-01 10:37:00,2,153.875,9,5,2,1,5-2-1,Recent Customers
13748,2010-12-01 09:00:00,5,965.27,9,5,4,4,5-4-4,Champions
13750,2010-11-24 11:07:00,6,1328.38,16,4,4,4,4-4-4,Champions
13752,2010-06-30 10:23:00,1,382.85,163,2,1,2,2-1-2,Hibernating
13753,2010-04-20 14:08:00,3,1228.28,234,1,3,4,1-3-4,At Risk
13754,2010-09-28 15:29:00,1,157.0,73,2,1,1,2-1-1,Hibernating
13756,2010-12-07 11:41:00,10,2989.7,3,5,5,5,5-5-5,Champions
13757,2010-02-03 12:37:00,1,145.71999999999997,310,1,1,1,1-1-1,Hibernating
13758,2010-12-08 15:39:00,10,5039.4,2,5,5,5,5-5-5,Champions
13760,2010-10-31 15:18:00,3,976.3349999999999,40,3,3,4,3-3-4,Potential Loyalists
13761,2010-07-25 12:50:00,4,860.9699999999999,138,2,4,4,2-4-4,Loyal Customers
13762,2010-04-25 15:51:00,4,726.225,229,1,4,3,1-4-3,Loyal Customers
13763,2010-10-18 13:25:00,2,1530.1599999999999,53,3,2,4,3-2-4,Potential Loyalists
13764,2010-05-19 15:47:00,3,1356.605,205,1,3,4,1-3-4,At Risk
13765,2010-02-24 13:46:00,1,295.211,289,1,1,2,1-1-2,Hibernating
13766,2010-08-01 14:25:00,1,189.865,131,2,1,1,2-1-1,Hibernating
13767,2010-12-05 13:29:00,39,14788.58,5,5,5,5,5-5-5,Champions
13768,2009-12-13 10:41:00,2,858.895,362,1,2,4,1-2-4,Other
13769,2010-12-07 13:28:00,11,2684.875,3,5,5,5,5-5-5,Champions
13770,2010-10-13 15:10:00,4,495.315,58,3,4,3,3-4-3,Loyal Customers
13771,2010-06-24 13:42:00,5,2771.765,169,2,4,5,2-4-5,Loyal Customers
13772,2010-11-04 13:14:00,5,1777.96,36,4,4,4,4-4-4,Champions
13773,2010-11-08 11:49:00,2,300.29,32,4,2,2,4-2-2,Potential Loyalists
13775,2010-04-28 12:15:00,1,1027.3600000000001,226,1,1,4,1-1-4,Lost
13776,2010-10-07 16:11:00,2,17.299999999999997,64,3,2,1,3-2-1,Promising
13777,2010-12-08 15:35:00,37,9002.105,2,5,5,5,5-5-5,Champions
13778,2010-08-05 14:52:00,3,780.41,127,2,3,3,2-3-3,About to Sleep
13779,2010-07-12 11:24:00,1,152.93,151,2,1,1,2-1-1,Hibernating
13780,2010-10-28 19:51:00,1,371.43,43,3,1,2,3-1-2,Promising
13781,2010-04-26 14:30:00,2,646.465,228,1,2,3,1-2-3,Other
13782,2010-09-12 10:40:00,7,797.8199999999999,89,2,5,3,2-5-3,Loyal Customers
13783,2010-08-09 09:23:00,4,131.36499999999998,123,2,4,1,2-4-1,About to Sleep
13784,2010-10-01 08:19:00,3,294.33,70,3,3,2,3-3-2,Potential Loyalists
13785,2010-10-07 09:25:00,4,511.415,64,3,4,3,3-4-3,Loyal Customers
13786,2010-12-07 13:53:00,6,2825.8199999999997,3,5,4,5,5-4-5,Champions
13787,2010-09-07 11:55:00,4,870.145,94,2,4,4,2-4-4,Loyal Customers
13788,2010-07-22 15:50:00,1,3.75,141,2,1,1,2-1-1,Hibernating
13789,2010-11-16 15:31:00,1,238.39,24,4,1,2,4-1-2,Recent Customers
13792,2010-10-13 11:05:00,1,172.39999999999998,58,3,1,1,3-1-1,Promising
13793,2010-03-03 08:25:00,1,96.0,282,1,1,1,1-1-1,Hibernating
13794,2010-06-11 12:30:00,1,125.43,182,1,1,1,1-1-1,Hibernating
13795,2010-11-16 17:25:00,4,461.135,24,4,4,3,4-4-3,Loyal Customers
13796,2010-07-28 14:45:00,1,286.85,135,2,1,2,2-1-2,Hibernating
13797,2010-09-29 10:34:00,3,1140.35,72,2,3,4,2-3-4,About to Sleep
13798,2010-12-02 17:24:00,54,16353.125,8,5,5,5,5-5-5,Champions
13799,2010-09-21 12:02:00,7,1812.53,80,2,5,5,2-5-5,Loyal Customers
13800,2010-10-05 14:19:00,2,898.74,66,3,2,4,3-2-4,Potential Loyalists
13802,2010-11-30 12:28:00,16,12277.86,10,5,5,5,5-5-5,Champions
13803,2010-10-04 10:52:00,2,1005.545,67,3,2,4,3-2-4,Potential Loyalists
13804,2010-09-30 16:20:00,2,570.855,71,3,2,3,3-2-3,Potential Loyalists
13807,2010-12-07 15:48:00,3,385.1,3,5,3,2,5-3-2,Potential Loyalists
13809,2010-11-10 09:35:00,2,280.325,30,4,2,2,4-2-2,Potential Loyalists
13813,2010-06-30 08:50:00,4,1257.85,163,2,4,4,2-4-4,Loyal Customers
13814,2010-06-30 14:12:00,1,641.85,163,2,1,3,2-1-3,Other
13815,2010-10-29 11:42:00,4,2832.74,42,3,4,5,3-4-5,Loyal Customers
13818,2010-10-06 12:35:00,1,61.06999999999999,65,3,1,1,3-1-1,Promising
13819,2010-02-08 15:30:00,3,1330.66,305,1,3,4,1-3-4,At Risk
13820,2010-10-17 13:46:00,3,643.25,54,3,3,3,3-3-3,Potential Loyalists
13821,2010-11-11 13:24:00,4,950.84,29,4,4,4,4-4-4,Champions
13823,2010-11-24 13:32:00,5,2188.0950000000003,16,4,4,5,4-4-5,Champions
13824,2010-11-25 17:33:00,7,1459.5,15,5,5,4,5-5-4,Champions
13825,2010-03-28 11:02:00,2,239.635,257,1,2,2,1-2-2,Hibernating
13829,2010-10-14 18:19:00,1,102.0,57,3,1,1,3-1-1,Promising
13830,2010-05-07 12:24:00,1,136.15,217,1,1,1,1-1-1,Hibernating
13831,2010-12-05 12:13:00,13,2898.6,5,5,5,5,5-5-5,Champions
13832,2010-10-13 14:41:00,1,464.945,58,3,1,3,3-1-3,Other
13833,2010-10-31 14:11:00,1,297.415,40,3,1,2,3-1-2,Promising
13834,2010-05-12 10:27:00,2,248.24,212,1,2,2,1-2-2,Hibernating
13835,2010-07-08 11:50:00,3,247.5,155,2,3,2,2-3-2,About to Sleep
13836,2010-11-05 13:31:00,2,579.375,35,4,2,3,4-2-3,Potential Loyalists
13838,2010-12-05 10:45:00,7,1232.585,5,5,5,4,5-5-4,Champions
13839,2010-08-10 13:52:00,1,139.95000000000002,122,2,1,1,2-1-1,Hibernating
13840,2010-10-19 13:34:00,1,646.48,52,3,1,3,3-1-3,Other
13842,2010-12-08 10:39:00,10,2114.86,2,5,5,5,5-5-5,Champions
13843,2010-11-23 17:48:00,1,311.95,17,4,1,2,4-1-2,Recent Customers
13846,2010-11-05 09:47:00,1,439.82,35,4,1,3,4-1-3,Recent Customers
13847,2009-12-20 10:41:00,1,289.72,355,1,1,2,1-1-2,Hibernating
13848,2010-12-08 15:10:00,6,45.120000000000005,2,5,4,1,5-4-1,Other
13849,2010-11-07 12:13:00,3,1842.66,33,4,3,5,4-3-5,Potential Loyalists
13851,2010-11-25 11:34:00,5,1729.3,15,5,4,4,5-4-4,Champions
13852,2010-04-08 09:06:00,1,186.97500000000002,246,1,1,1,1-1-1,Hibernating
13854,2010-12-09 10:48:00,15,3158.125,1,5,5,5,5-5-5,Champions
13855,2010-07-27 09:53:00,4,1251.515,136,2,4,4,2-4-4,Loyal Customers
13856,2010-09-02 18:24:00,8,565.525,99,2,5,3,2-5-3,Loyal Customers
13857,2010-11-11 12:54:00,6,957.285,29,4,4,4,4-4-4,Champions
13859,2010-06-28 15:36:00,1,228.2,165,2,1,2,2-1-2,Hibernating
13861,2010-10-06 14:20:00,2,264.66999999999996,65,3,2,2,3-2-2,Potential Loyalists
13862,2010-11-15 13:43:00,1,345.195,25,4,1,2,4-1-2,Recent Customers
13863,2010-08-31 12:57:00,3,896.67,101,2,3,4,2-3-4,About to Sleep
13864,2010-11-18 12:50:00,1,81.075,22,4,1,1,4-1-1,Recent Customers
13869,2010-11-23 13:36:00,6,4740.35,17,4,4,5,4-4-5,Champions
13870,2010-11-17 15:47:00,7,2352.93,23,4,5,5,4-5-5,Champions
13871,2010-10-07 12:56:00,4,1414.515,64,3,4,4,3-4-4,Loyal Customers
13872,2010-06-30 15:35:00,3,896.97,163,2,3,4,2-3-4,About to Sleep
13873,2010-11-21 11:47:00,5,581.31,19,4,4,3,4-4-3,Loyal Customers
13874,2010-07-23 12:59:00,6,1346.065,140,2,4,4,2-4-4,Loyal Customers
13875,2010-11-17 13:12:00,9,2689.07,23,4,5,5,4-5-5,Champions
13877,2010-08-26 17:19:00,2,288.83,106,2,2,2,2-2-2,About to Sleep
13878,2010-06-10 10:15:00,3,1058.5149999999999,183,1,3,4,1-3-4,At Risk
13879,2010-03-04 10:49:00,1,391.99,281,1,1,2,1-1-2,Hibernating
13880,2010-12-07 14:00:00,5,1167.77,3,5,4,4,5-4-4,Champions
13881,2010-11-29 16:24:00,23,12196.59,11,5,5,5,5-5-5,Champions
13883,2010-11-01 14:45:00,10,3575.01,39,3,5,5,3-5-5,Loyal Customers
13884,2010-11-28 11:45:00,5,1028.07,12,5,4,4,5-4-4,Champions
13888,2010-10-31 11:09:00,5,1335.725,40,3,4,4,3-4-4,Loyal Customers
13889,2010-11-22 13:25:00,5,1563.27,18,4,4,4,4-4-4,Champions
13890,2010-11-30 12:46:00,4,1034.645,10,5,4,4,5-4-4,Champions
13891,2010-11-26 15:57:00,3,836.56,14,5,3,4,5-3-4,Potential Loyalists
13892,2010-08-19 09:07:00,2,79.105,113,2,2,1,2-2-1,About to Sleep
13895,2010-07-12 10:46:00,2,1233.43,151,2,2,4,2-2-4,About to Sleep
13896,2010-03-24 08:55:00,1,347.55,261,1,1,2,1-1-2,Hibernating
13897,2010-09-27 13:36:00,2,826.24,74,2,2,3,2-2-3,About to Sleep
13898,2010-10-24 15:42:00,1,525.8,47,3,1,3,3-1-3,Other
13900,2010-11-15 14:48:00,3,816.955,25,4,3,3,4-3-3,Potential Loyalists
13901,2010-11-30 15:21:00,10,2576.5099999999998,10,5,5,5,5-5-5,Champions
13902,2010-03-17 13:09:00,5,674.83,268,1,4,3,1-4-3,Loyal Customers
13903,2010-11-04 17:44:00,1,164.475,36,4,1,1,4-1-1,Recent Customers
13905,2009-12-07 11:41:00,1,306.15500000000003,368,1,1,2,1-1-2,Hibernating
13906,2010-10-26 15:00:00,1,9.87,45,3,1,1,3-1-1,Promising
13907,2010-01-17 12:22:00,1,136.175,327,1,1,1,1-1-1,Hibernating
13909,2010-10-12 17:22:00,2,257.72499999999997,59,3,2,2,3-2-2,Potential Loyalists
13911,2010-11-25 16:16:00,11,1318.405,15,5,5,4,5-5-4,Champions
13912,2010-10-12 08:43:00,1,124.95,59,3,1,1,3-1-1,Promising
13913,2010-07-21 10:11:00,1,30.819999999999997,142,2,1,1,2-1-1,Hibernating
13915,2010-11-10 15:17:00,1,70.80000000000001,30,4,1,1,4-1-1,Recent Customers
13916,2010-09-02 10:04:00,4,1111.125,99,2,4,4,2-4-4,Loyal Customers
13919,2010-10-11 11:53:00,2,898.865,60,3,2,4,3-2-4,Potential Loyalists
13920,2010-10-04 12:37:00,4,1438.985,67,3,4,4,3-4-4,Loyal Customers
13921,2010-11-02 16:32:00,4,698.6,38,3,4,3,3-4-3,Loyal Customers
13922,2010-09-28 17:26:00,2,622.85,73,2,2,3,2-2-3,About to Sleep
13927,2010-09-28 16:12:00,1,338.69,73,2,1,2,2-1-2,Hibernating
13929,2010-10-19 09:50:00,9,1929.51,52,3,5,5,3-5-5,Loyal Customers
13931,2010-11-12 12:12:00,9,3823.575,28,4,5,5,4-5-5,Champions
13935,2010-04-22 11:21:00,3,4377.285,232,1,3,5,1-3-5,At Risk
13936,2010-11-22 10:34:00,2,544.425,18,4,2,3,4-2-3,Potential Loyalists
13937,2010-11-02 12:37:00,1,705.96,38,3,1,3,3-1-3,Other
13939,2010-10-04 14:35:00,4,927.05,67,3,4,4,3-4-4,Loyal Customers
13941,2010-12-02 10:17:00,11,2947.3450000000003,8,5,5,5,5-5-5,Champions
13942,2010-06-23 12:35:00,1,7.5200000000000005,170,2,1,1,2-1-1,Hibernating
13943,2010-05-11 11:30:00,1,238.34,213,1,1,2,1-1-2,Hibernating
13944,2010-02-24 15:02:00,1,197.805,289,1,1,1,1-1-1,Hibernating
13945,2010-11-10 10:00:00,2,832.275,30,4,2,4,4-2-4,Potential Loyalists
13946,2010-11-28 16:21:00,3,760.985,12,5,3,3,5-3-3,Potential Loyalists
13948,2010-10-24 13:46:00,3,437.615,47,3,3,3,3-3-3,Potential Loyalists
13952,2010-11-24 14:29:00,12,8138.78,16,4,5,5,4-5-5,Champions
13953,2010-10-26 15:16:00,5,146.875,45,3,4,1,3-4-1,Other
13955,2010-11-29 17:35:00,1,205.72,11,5,1,1,5-1-1,Recent Customers
13957,2010-10-18 10:02:00,3,455.225,53,3,3,3,3-3-3,Potential Loyalists
13958,2010-11-25 10:11:00,8,4169.52,15,5,5,5,5-5-5,Champions
13959,2010-11-05 16:52:00,3,451.955,35,4,3,3,4-3-3,Potential Loyalists
13961,2010-11-12 14:40:00,1,475.15,28,4,1,3,4-1-3,Recent Customers
13962,2010-09-30 10:35:00,1,188.525,71,3,1,1,3-1-1,Promising
13963,2010-12-07 09:21:00,14,2134.26,3,5,5,5,5-5-5,Champions
13964,2010-11-17 13:53:00,2,438.575,23,4,2,3,4-2-3,Potential Loyalists
13965,2010-08-20 10:40:00,3,799.285,112,2,3,3,2-3-3,About to Sleep
13966,2010-09-30 13:08:00,1,273.17,71,3,1,2,3-1-2,Promising
13967,2010-11-08 13:24:00,1,83.0,32,4,1,1,4-1-1,Recent Customers
13968,2010-10-12 13:22:00,1,107.285,59,3,1,1,3-1-1,Promising
13969,2010-12-09 19:32:00,18,4153.785,1,5,5,5,5-5-5,Champions
13970,2010-11-18 13:21:00,2,424.555,22,4,2,2,4-2-2,Potential Loyalists
13971,2010-10-12 08:51:00,6,1855.46,59,3,4,5,3-4-5,Loyal Customers
13974,2010-05-06 17:55:00,1,261.53,218,1,1,2,1-1-2,Hibernating
13975,2010-11-11 16:18:00,6,2767.78,29,4,4,5,4-4-5,Champions
13976,2010-07-21 09:27:00,3,817.955,142,2,3,3,2-3-3,About to Sleep
13977,2010-10-24 14:08:00,1,469.385,47,3,1,3,3-1-3,Other
13979,2010-11-11 14:10:00,6,2463.73,29,4,4,5,4-4-5,Champions
13980,2010-09-26 12:58:00,4,548.345,75,2,4,3,2-4-3,Loyal Customers
13981,2010-10-20 10:03:00,1,316.96,51,3,1,2,3-1-2,Promising
13982,2010-12-09 13:57:00,6,2173.305,1,5,4,5,5-4-5,Champions
13983,2010-12-08 10:38:00,10,3873.215,2,5,5,5,5-5-5,Champions
13984,2010-12-08 15:58:00,8,1050.165,2,5,5,4,5-5-4,Champions
13985,2010-11-30 08:58:00,7,2882.5,10,5,5,5,5-5-5,Champions
13987,2010-11-25 10:20:00,2,680.295,15,5,2,3,5-2-3,Potential Loyalists
13988,2010-11-21 12:40:00,2,607.715,19,4,2,3,4-2-3,Potential Loyalists
13989,2010-09-01 13:58:00,3,709.125,100,2,3,3,2-3-3,About to Sleep
13992,2010-11-24 15:42:00,2,141.45,16,4,2,1,4-2-1,Recent Customers
13993,2010-11-25 11:03:00,10,3196.65,15,5,5,5,5-5-5,Champions
13995,2010-11-25 16:31:00,9,2472.195,15,5,5,5,5-5-5,Champions
13996,2010-11-18 16:27:00,2,765.4,22,4,2,3,4-2-3,Potential Loyalists
13997,2010-07-08 18:06:00,3,339.935,155,2,3,2,2-3-2,About to Sleep
13998,2010-09-19 10:20:00,3,518.3,82,2,3,3,2-3-3,About to Sleep
13999,2010-11-30 09:46:00,17,5361.26,10,5,5,5,5-5-5,Champions
14000,2010-10-21 15:35:00,4,1126.295,50,3,4,4,3-4-4,Loyal Customers
14001,2010-12-01 12:58:00,7,2296.935,9,5,5,5,5-5-5,Champions
14003,2009-12-07 08:53:00,1,204.265,368,1,1,1,1-1-1,Hibernating
14004,2010-11-11 13:26:00,4,1544.27,29,4,4,4,4-4-4,Champions
14006,2010-06-29 12:43:00,4,661.905,164,2,4,3,2-4-3,Loyal Customers
14007,2010-07-15 09:06:00,1,76.88,148,2,1,1,2-1-1,Hibernating
14008,2010-10-03 13:09:00,1,507.78499999999997,68,3,1,3,3-1-3,Other
14009,2010-09-03 12:08:00,1,351.39,98,2,1,2,2-1-2,Hibernating
14010,2010-05-23 13:00:00,2,430.05,201,1,2,3,1-2-3,Other
14011,2010-08-16 15:31:00,2,411.09999999999997,116,2,2,2,2-2-2,About to Sleep
14013,2010-11-24 16:16:00,2,592.025,16,4,2,3,4-2-3,Potential Loyalists
14014,2010-11-28 14:56:00,2,1155.605,12,5,2,4,5-2-4,Potential Loyalists
14016,2010-11-08 15:42:00,7,6396.24,32,4,5,5,4-5-5,Champions
14017,2010-05-17 14:52:00,1,225.65,207,1,1,2,1-1-2,Hibernating
14018,2010-03-04 14:23:00,1,350.24,281,1,1,2,1-1-2,Hibernating
14020,2010-08-20 13:09:00,2,581.21,112,2,2,3,2-2-3,About to Sleep
14021,2010-11-30 15:14:00,4,1007.78,10,5,4,4,5-4-4,Champions
14022,2010-08-10 09:38:00,1,351.52,122,2,1,2,2-1-2,Hibernating
14024,2010-11-14 10:51:00,1,306.64,26,4,1,2,4-1-2,Recent Customers
14025,2010-09-01 10:11:00,8,3454.91,100,2,5,5,2-5-5,Loyal Customers
14026,2010-08-26 10:31:00,2,713.11,106,2,2,3,2-2-3,About to Sleep
14028,2010-06-07 13:33:00,3,306.67499999999995,186,1,3,2,1-3-2,Other
14030,2010-12-08 16:29:00,14,5073.955,2,5,5,5,5-5-5,Champions
14031,2010-12-09 17:34:00,27,18503.285,1,5,5,5,5-5-5,Champions
14032,2010-12-08 10:53:00,6,1713.495,2,5,4,4,5-4-4,Champions
14033,2010-06-02 15:10:00,1,4.465,191,1,1,1,1-1-1,Hibernating
14035,2010-10-29 10:10:00,4,1205.83,42,3,4,4,3-4-4,Loyal Customers
14037,2010-08-18 12:52:00,4,636.815,114,2,4,3,2-4-3,Loyal Customers
14038,2010-11-07 14:52:00,2,1430.61,33,4,2,4,4-2-4,Potential Loyalists
14039,2010-05-13 10:15:00,1,63.525,211,1,1,1,1-1-1,Hibernating
14040,2010-11-18 13:01:00,23,8486.355,22,4,5,5,4-5-5,Champions
14042,2009-12-14 15:07:00,1,417.505,361,1,1,2,1-1-2,Hibernating
14043,2010-08-05 18:18:00,2,298.91499999999996,127,2,2,2,2-2-2,About to Sleep
14044,2010-10-17 13:28:00,6,2270.36,54,3,4,5,3-4-5,Loyal Customers
14045,2010-12-01 11:32:00,13,2372.485,9,5,5,5,5-5-5,Champions
14047,2010-12-02 10:09:00,10,2828.295,8,5,5,5,5-5-5,Champions
14048,2010-11-22 14:21:00,2,302.21,18,4,2,2,4-2-2,Potential Loyalists
